scenario,year,state,fuel_cat,regulated,regulated_gas_cap,unitid,co2_emissions_total_million_metric_tons,generation_total_gwh
,,,,,,count,sum,sum
integrated_proposal,2030.0,Missouri,natural_gas,False,True,5,5.268620425284741,10770.887293812122
integrated_proposal,2030.0,Missouri,natural_gas,True,True,1,1.1669338055171181,2923.16341266
integrated_proposal,2030.0,Montana,coal,True,False,4,2.9367584948604746,3111.268799708
integrated_proposal,2030.0,Montana,natural_gas,False,False,7,0.09546453019154688,143.640409592
integrated_proposal,2030.0,Nebraska,coal,True,False,7,1.7545517050336203,1587.588644945
integrated_proposal,2030.0,Nebraska,natural_gas,False,False,21,0.11732698490550263,245.3232045815024
integrated_proposal,2030.0,Nebraska,natural_gas,False,True,6,0.01875549423695886,29.015806994000002
integrated_proposal,2030.0,Nevada,coal,True,False,1,0.0032897265109529342,3.20091048
integrated_proposal,2030.0,Nevada,natural_gas,False,False,14,1.0111943818443567,2143.915044477
integrated_proposal,2030.0,Nevada,natural_gas,False,True,4,3.354951778997749,8014.913078556001
integrated_proposal,2030.0,Nevada,natural_gas,True,True,3,4.182667711142699,10833.90139748
integrated_proposal,2030.0,New Hampshire,natural_gas,False,False,1,0.0013008468316332465,3.7865215736380637
integrated_proposal,2030.0,New Hampshire,natural_gas,False,True,3,1.2932561825730007,3278.653597479
integrated_proposal,2030.0,New Jersey,coal,True,False,1,0.0,0.0
integrated_proposal,2030.0,New Jersey,natural_gas,False,False,36,1.0470693922023373,2206.3187891634316
integrated_proposal,2030.0,New Jersey,natural_gas,False,True,5,1.926512266321902,4559.551173631
integrated_proposal,2030.0,New Jersey,natural_gas,True,True,9,15.30420446886713,38240.788275991
integrated_proposal,2030.0,New Mexico,coal,True,False,2,2.302221253285044,2465.656081702
integrated_proposal,2030.0,New Mexico,natural_gas,False,False,15,1.7671305424088353,3375.128448477
integrated_proposal,2030.0,New Mexico,natural_gas,False,True,1,0.5840828541547477,1465.854735537
integrated_proposal,2030.0,New Mexico,natural_gas,True,True,1,1.7241204537908175,4157.417161032
integrated_proposal,2030.0,New York,natural_gas,False,False,102,6.084603167626841,12175.579376448039
integrated_proposal,2030.0,New York,natural_gas,False,True,20,3.7703418798254447,8446.014540659
integrated_proposal,2030.0,New York,natural_gas,True,True,7,13.563115035862012,35395.885521613
integrated_proposal,2030.0,North Carolina,natural_gas,False,False,11,0.44496395879145817,1181.2909585485158
integrated_proposal,2030.0,North Carolina,natural_gas,False,True,12,1.6346254672475722,4043.526242124
integrated_proposal,2030.0,North Carolina,natural_gas,True,True,9,19.868742982319368,56036.71340675754
integrated_proposal,2030.0,North Dakota,coal,True,False,12,4.996917651172725,6939.060556667
integrated_proposal,2030.0,North Dakota,natural_gas,False,False,6,0.07218776650879624,129.749662256
integrated_proposal,2030.0,Ohio,coal,True,False,11,7.654087606515022,10448.058619061
integrated_proposal,2030.0,Ohio,natural_gas,False,False,25,0.5523824474043675,890.762738363
integrated_proposal,2030.0,Ohio,natural_gas,False,True,11,1.6596483838137321,2831.568134847
integrated_proposal,2030.0,Ohio,natural_gas,True,True,13,38.44932719222628,106969.312180353
integrated_proposal,2030.0,Oklahoma,coal,True,False,1,0.33168190033123685,280.31999951
integrated_proposal,2030.0,Oklahoma,natural_gas,False,False,20,1.1562156391132978,2510.471857407
integrated_proposal,2030.0,Oklahoma,natural_gas,False,True,5,0.005655939687871427,7.307942379
integrated_proposal,2030.0,Oklahoma,natural_gas,True,True,8,13.56127782021424,35101.589376901
integrated_proposal,2030.0,Oregon,natural_gas,False,False,8,0.42005641664326504,1117.5675876
integrated_proposal,2030.0,Oregon,natural_gas,False,True,7,1.0871365963711255,2883.0548759
integrated_proposal,2030.0,Pennsylvania,coal,True,False,3,2.275695828602846,2213.102408544
integrated_proposal,2030.0,Pennsylvania,natural_gas,False,False,43,5.076629446981361,9036.272316396062
integrated_proposal,2030.0,Pennsylvania,natural_gas,False,True,7,5.890993695571047,10208.910350339
integrated_proposal,2030.0,Pennsylvania,natural_gas,True,True,22,51.780150204871426,136564.28297023117
integrated_proposal,2030.0,Rhode Island,natural_gas,False,False,7,0.3568055704587225,911.5046082634996
integrated_proposal,2030.0,Rhode Island,natural_gas,False,True,1,0.09964325750086954,232.50152475
integrated_proposal,2030.0,Rhode Island,natural_gas,True,True,1,1.0465983014144917,2776.485781206
integrated_proposal,2030.0,South Carolina,coal,True,False,3,3.929061730613148,4117.199996607
integrated_proposal,2030.0,South Carolina,natural_gas,False,False,16,0.6039321151729601,1206.588791607
integrated_proposal,2030.0,South Carolina,natural_gas,False,True,3,0.11069591368809163,191.85145047400002
integrated_proposal,2030.0,South Carolina,natural_gas,True,True,6,15.926333858579994,44154.655802150424
integrated_proposal,2030.0,South Dakota,coal,True,False,1,0.8565475232674662,830.448000189
integrated_proposal,2030.0,South Dakota,natural_gas,False,False,10,0.6787925776458454,1602.7197474717627
integrated_proposal,2030.0,Tennessee,coal,True,False,2,1.0969962048186783,1023.7503342120001
integrated_proposal,2030.0,Tennessee,natural_gas,False,False,6,0.27042677846527186,503.6964810781834
integrated_proposal,2030.0,Tennessee,natural_gas,False,True,5,0.34413460182907285,563.311179441
integrated_proposal,2030.0,Tennessee,natural_gas,True,True,4,8.447768422286842,22732.027640021577
integrated_proposal,2030.0,Texas,coal,True,False,10,2.4872940267158503,12959.947361269999
integrated_proposal,2030.0,Texas,natural_gas,False,False,107,9.26883359642095,17987.937014581
integrated_proposal,2030.0,Texas,natural_gas,False,True,59,16.403277632979044,39951.19896981
