year,state,2025,2030,2032,2035,2045,2050,has_ghg_target
2008,KY,,,,,,,False
2008,LA,,,,,,,False
2008,MA,,,,,,,False
2008,MD,,,,,,,False
2008,ME,,,,,,,False
2008,MI,,,,,,,False
2008,MN,,0.3,,,,0.8,True
2008,MO,,,,,,,False
2008,MS,,,,,,,False
2008,MT,,,,,,,False
2008,NC,,,,,,,False
2008,ND,,,,,,,False
2008,NE,,,,,,,False
2008,NH,,,,,,,False
2008,NJ,,0.5,,,,0.8,True
2008,NM,,,,,,,False
2008,NV,,,,,,,False
2008,NY,,,,,,,False
2008,OH,,,,,,,False
2008,OK,,,,,,,False
2008,OR,,,,,,,False
2008,PA,,,,,,,False
2008,RI,,,,,,,False
2008,SC,,,,,,,False
2008,SD,,,,,,,False
2008,TN,,,,,,,False
2008,TX,,,,,,,False
2008,UT,,,,,,,False
2008,VA,,,,,,,False
2008,VT,,,,,,,False
2008,WA,,,,,,,False
2008,WI,,,,,,,False
2008,WV,,,,,,,False
2008,WY,,,,,,,False
2009,AK,,,,,,,False
2009,AL,,,,,,,False
2009,AR,,,,,,,False
2009,AZ,,,,,,,False
2009,CA,,,,,,,False
2009,CO,,,,,,,False
2009,CT,,,,,,,False
2009,DC,,,,,,,False
2009,DE,,,,,,,False
2009,FL,,,,,,,False
2009,GA,,,,,,,False
2009,HI,,,,,,,False
2009,IA,,,,,,,False
2009,ID,,,,,,,False
2009,IL,,,,,,,False
2009,IN,,,,,,,False
2009,KS,,,,,,,False
2009,KY,,,,,,,False
2009,LA,,,,,,,False
2009,MA,,,,,,,False
2009,MD,,,,,,,False
2009,ME,,,,,,,False
2009,MI,,,,,,,False
2009,MN,,0.3,,,,0.8,True
2009,MO,,,,,,,False
2009,MS,,,,,,,False
2009,MT,,,,,,,False
2009,NC,,,,,,,False
2009,ND,,,,,,,False
2009,NE,,,,,,,False
2009,NH,,,,,,,False
2009,NJ,,0.5,,,,0.8,True
2009,NM,,,,,,,False
2009,NV,,,,,,,False
2009,NY,,,,,,,False
2009,OH,,,,,,,False
2009,OK,,,,,,,False
2009,OR,,,,,,,False
2009,PA,,,,,,,False
2009,RI,,,,,,,False
2009,SC,,,,,,,False
2009,SD,,,,,,,False
2009,TN,,,,,,,False
2009,TX,,,,,,,False
2009,UT,,,,,,,False
2009,VA,,,,,,,False
2009,VT,,,,,,,False
2009,WA,,,,,,,False
2009,WI,,,,,,,False
2009,WV,,,,,,,False
2009,WY,,,,,,,False
2010,AK,,,,,,,False
2010,AL,,,,,,,False
2010,AR,,,,,,,False
2010,AZ,,,,,,,False
2010,CA,,,,,,,False
2010,CO,,,,,,,False
2010,CT,,,,,,,False
2010,DC,,,,,,,False
2010,DE,,,,,,,False
2010,FL,,,,,,,False
2010,GA,,,,,,,False
2010,HI,,,,,,,False
2010,IA,,,,,,,False
2010,ID,,,,,,,False
2010,IL,,,,,,,False
2010,IN,,,,,,,False
2010,KS,,,,,,,False
2010,KY,,,,,,,False
2010,LA,,,,,,,False
2010,MA,,,,,,,False
2010,MD,,,,,,,False
2010,ME,,,,,,,False
2010,MI,,,,,,,False
2010,MN,,0.3,,,,0.8,True
2010,MO,,,,,,,False
2010,MS,,,,,,,False
2010,MT,,,,,,,False
2010,NC,,,,,,,False
2010,ND,,,,,,,False
2010,NE,,,,,,,False
2010,NH,,,,,,,False
2010,NJ,,0.5,,,,0.8,True
2010,NM,,,,,,,False
2010,NV,,,,,,,False
2010,NY,,,,,,,False
2010,OH,,,,,,,False
2010,OK,,,,,,,False
2010,OR,,,,,,,False
2010,PA,,,,,,,False
2010,RI,,,,,,,False
2010,SC,,,,,,,False
2010,SD,,,,,,,False
2010,TN,,,,,,,False
2010,TX,,,,,,,False
2010,UT,,,,,,,False
2010,VA,,,,,,,False
2010,VT,,,,,,,False
2010,WA,,,,,,,False
2010,WI,,,,,,,False
2010,WV,,,,,,,False
2010,WY,,,,,,,False
2011,AK,,,,,,,False
2011,AL,,,,,,,False
2011,AR,,,,,,,False
2011,AZ,,,,,,,False
2011,CA,,,,,,,False
2011,CO,,,,,,,False
2011,CT,,,,,,,False
2011,DC,,,,,,,False
2011,DE,,,,,,,False
2011,FL,,,,,,,False
2011,GA,,,,,,,False
2011,HI,,,,,,,False
2011,IA,,,,,,,False
2011,ID,,,,,,,False
2011,IL,,,,,,,False
2011,IN,,,,,,,False
2011,KS,,,,,,,False
2011,KY,,,,,,,False
2011,LA,,,,,,,False
2011,MA,,,,,,,False
2011,MD,,,,,,,False
2011,ME,,,,,,,False
2011,MI,,,,,,,False
2011,MN,,0.3,,,,0.8,True
2011,MO,,,,,,,False
2011,MS,,,,,,,False
2011,MT,,,,,,,False
2011,NC,,,,,,,False
2011,ND,,,,,,,False
2011,NE,,,,,,,False
2011,NH,,,,,,,False
2011,NJ,,0.5,,,,0.8,True
2011,NM,,,,,,,False
2011,NV,,,,,,,False
2011,NY,,,,,,,False
2011,OH,,,,,,,False
2011,OK,,,,,,,False
2011,OR,,,,,,,False
2011,PA,,,,,,,False
2011,RI,,,,,,,False
2011,SC,,,,,,,False
2011,SD,,,,,,,False
2011,TN,,,,,,,False
2011,TX,,,,,,,False
2011,UT,,,,,,,False
2011,VA,,,,,,,False
2011,VT,,,,,,,False
2011,WA,,,,,,,False
2011,WI,,,,,,,False
2011,WV,,,,,,,False
2011,WY,,,,,,,False
2012,AK,,,,,,,False
2012,AL,,,,,,,False
2012,AR,,,,,,,False
2012,AZ,,,,,,,False
2012,CA,,,,,,,False
2012,CO,,,,,,,False
2012,CT,,,,,,,False
2012,DC,,,,,,,False
2012,DE,,,,,,,False
2012,FL,,,,,,,False
2012,GA,,,,,,,False
2012,HI,,,,,,,False
2012,IA,,,,,,,False
2012,ID,,,,,,,False
2012,IL,,,,,,,False
2012,IN,,,,,,,False
2012,KS,,,,,,,False
2012,KY,,,,,,,False
2012,LA,,,,,,,False
2012,MA,,,,,,,False
2012,MD,,,,,,,False
2012,ME,,,,,,,False
2012,MI,,,,,,,False
2012,MN,,0.3,,,,0.8,True
2012,MO,,,,,,,False
2012,MS,,,,,,,False
2012,MT,,,,,,,False
2012,NC,,,,,,,False
2012,ND,,,,,,,False
2012,NE,,,,,,,False
2012,NH,,,,,,,False
2012,NJ,,0.5,,,,0.8,True
2012,NM,,,,,,,False
2012,NV,,,,,,,False
2012,NY,,,,,,,False
2012,OH,,,,,,,False
2012,OK,,,,,,,False
2012,OR,,,,,,,False
2012,PA,,,,,,,False
2012,RI,,,,,,,False
2012,SC,,,,,,,False
2012,SD,,,,,,,False
2012,TN,,,,,,,False
2012,TX,,,,,,,False
2012,UT,,,,,,,False
2012,VA,,,,,,,False
2012,VT,,,,,,,False
2012,WA,,,,,,,False
2012,WI,,,,,,,False
2012,WV,,,,,,,False
2012,WY,,,,,,,False
2013,AK,,,,,,,False
2013,AL,,,,,,,False
2013,AR,,,,,,,False
2013,AZ,,,,,,,False
2013,CA,,,,,,,False
2013,CO,,,,,,,False
2013,CT,,,,,,,False
2013,DC,,,,,,,False
2013,DE,,,,,,,False
2013,FL,,,,,,,False
2013,GA,,,,,,,False
2013,HI,,,,,,,False
2013,IA,,,,,,,False
2013,ID,,,,,,,False
2013,IL,,,,,,,False
2013,IN,,,,,,,False
2013,KS,,,,,,,False
2013,KY,,,,,,,False
2013,LA,,,,,,,False
2013,MA,,,,,,,False
2013,MD,,,,,,,False
2013,ME,,,,,,,False
2013,MI,,,,,,,False
2013,MN,,0.3,,,,0.8,True
2013,MO,,,,,,,False
2013,MS,,,,,,,False
2013,MT,,,,,,,False
2013,NC,,,,,,,False
2013,ND,,,,,,,False
2013,NE,,,,,,,False
2013,NH,,,,,,,False
2013,NJ,,0.5,,,,0.8,True
2013,NM,,,,,,,False
2013,NV,,,,,,,False
2013,NY,,,,,,,False
2013,OH,,,,,,,False
2013,OK,,,,,,,False
2013,OR,,,,,,,False
2013,PA,,,,,,,False
2013,RI,,,,,,,False
2013,SC,,,,,,,False
2013,SD,,,,,,,False
2013,TN,,,,,,,False
2013,TX,,,,,,,False
2013,UT,,,,,,,False
2013,VA,,,,,,,False
2013,VT,,,,,,,False
2013,WA,,,,,,,False
2013,WI,,,,,,,False
2013,WV,,,,,,,False
2013,WY,,,,,,,False
2014,AK,,,,,,,False
2014,AL,,,,,,,False
2014,AR,,,,,,,False
2014,AZ,,,,,,,False
2014,CA,,,,,,,False
2014,CO,,,,,,,False
2014,CT,,,,,,,False
2014,DC,,,,,,,False
2014,DE,0.26,,,,,,True
2014,FL,,,,,,,False
2014,GA,,,,,,,False
2014,HI,,,,,,,False
2014,IA,,,,,,,False
2014,ID,,,,,,,False
2014,IL,,,,,,,False
2014,IN,,,,,,,False
2014,KS,,,,,,,False
2014,KY,,,,,,,False
2014,LA,,,,,,,False
2014,MA,,,,,,,False
2014,MD,,,,,,,False
2014,ME,,,,,,,False
2014,MI,,,,,,,False
2014,MN,,0.3,,,,0.8,True
2014,MO,,,,,,,False
2014,MS,,,,,,,False
2014,MT,,,,,,,False
2014,NC,,,,,,,False
2014,ND,,,,,,,False
2014,NE,,,,,,,False
2014,NH,,,,,,,False
2014,NJ,,0.5,,,,0.8,True
2014,NM,,,,,,,False
2014,NV,,,,,,,False
2014,NY,,,,,,,False
2014,OH,,,,,,,False
2014,OK,,,,,,,False
2014,OR,,,,,,,False
2014,PA,,,,,,,False
2014,RI,,,,,,,False
2014,SC,,,,,,,False
2014,SD,,,,,,,False
2014,TN,,,,,,,False
2014,TX,,,,,,,False
2014,UT,,,,,,,False
2014,VA,,,,,,,False
2014,VT,,,,,,,False
2014,WA,,,,,,,False
2014,WI,,,,,,,False
2014,WV,,,,,,,False
2014,WY,,,,,,,False
2015,AK,,,,,,,False
2015,AL,,,,,,,False
2015,AR,,,,,,,False
2015,AZ,,,,,,,False
2015,CA,,,,,,,False
2015,CO,,,,,,,False
2015,CT,,,,,,,False
2015,DC,,,,,,,False
2015,DE,0.26,,,,,,True
2015,FL,,,,,,,False
2015,GA,,,,,,,False
2015,HI,,,,,,,False
2015,IA,,,,,,,False
2015,ID,,,,,,,False
2015,IL,,,,,,,False
2015,IN,,,,,,,False
2015,KS,,,,,,,False
2015,KY,,,,,,,False
2015,LA,,,,,,,False
2015,MA,,,,,,,False
2015,MD,,,,,,,False
2015,ME,,,,,,,False
2015,MI,,,,,,,False
2015,MN,,0.3,,,,0.8,True
2015,MO,,,,,,,False
2015,MS,,,,,,,False
2015,MT,,,,,,,False
2015,NC,,,,,,,False
2015,ND,,,,,,,False
2015,NE,,,,,,,False
2015,NH,,,,,,,False
2015,NJ,,0.5,,,,0.8,True
2015,NM,,,,,,,False
2015,NV,,,,,,,False
2015,NY,,,,,,,False
2015,OH,,,,,,,False
2015,OK,,,,,,,False
2015,OR,,,,,,,False
2015,PA,,,,,,,False
2015,RI,,,,,,,False
2015,SC,,,,,,,False
2015,SD,,,,,,,False
2015,TN,,,,,,,False
2015,TX,,,,,,,False
2015,UT,,,,,,,False
2015,VA,,,,,,,False
2015,VT,,,,,,,False
2015,WA,,,,,,,False
2015,WI,,,,,,,False
2015,WV,,,,,,,False
2015,WY,,,,,,,False
2016,AK,,,,,,,False
2016,AL,,,,,,,False
2016,AR,,,,,,,False
2016,AZ,,,,,,,False
2016,CA,,,,,,,False
2016,CO,,,,,,,False
2016,CT,,,,,,,False
2016,DC,,,,,,,False
2016,DE,0.26,,,,,,True
2016,FL,,,,,,,False
2016,GA,,,,,,,False
2016,HI,,,,,,,False
2016,IA,,,,,,,False
2016,ID,,,,,,,False
2016,IL,,,,,,,False
2016,IN,,,,,,,False
2016,KS,,,,,,,False
2016,KY,,,,,,,False
2016,LA,,,,,,,False
2016,MA,,,,,,,False
2016,MD,,0.4,,,,,True
2016,ME,,,,,,,False
2016,MI,,,,,,,False
2016,MN,,0.3,,,,0.8,True
2016,MO,,,,,,,False
2016,MS,,,,,,,False
2016,MT,,,,,,,False
2016,NC,,,,,,,False
2016,ND,,,,,,,False
2016,NE,,,,,,,False
2016,NH,,,,,,,False
2016,NJ,,0.5,,,,0.8,True
2016,NM,,,,,,,False
2016,NV,,,,,,,False
2016,NY,,,,,,,False
2016,OH,,,,,,,False
2016,OK,,,,,,,False
2016,OR,,,,,,,False
2016,PA,,,,,,,False
2016,RI,,,,,,,False
2016,SC,,,,,,,False
2016,SD,,,,,,,False
2016,TN,,,,,,,False
2016,TX,,,,,,,False
2016,UT,,,,,,,False
2016,VA,,,,,,,False
2016,VT,,,,,,,False
2016,WA,,,,,,,False
2016,WI,,,,,,,False
2016,WV,,,,,,,False
2016,WY,,,,,,,False
2017,AK,,,,,,,False
2017,AL,,,,,,,False
2017,AR,,,,,,,False
2017,AZ,,,,,,,False
2017,CA,,,,,,,False
2017,CO,,,,,,,False
2017,CT,,,,,,,False
2017,DC,,,0.5,,,0.8,True
2017,DE,0.26,,,,,,True
2017,FL,,,,,,,False
2017,GA,,,,,,,False
2017,HI,,,,,,,False
2017,IA,,,,,,,False
2017,ID,,,,,,,False
2017,IL,,,,,,,False
2017,IN,,,,,,,False
2017,KS,,,,,,,False
2017,KY,,,,,,,False
2017,LA,,,,,,,False
2017,MA,,,,,,,False
2017,MD,,0.4,,,,,True
2017,ME,,,,,,,False
2017,MI,,,,,,,False
2017,MN,,0.3,,,,0.8,True
2017,MO,,,,,,,False
2017,MS,,,,,,,False
2017,MT,,,,,,,False
2017,NC,,,,,,,False
2017,ND,,,,,,,False
2017,NE,,,,,,,False
2017,NH,,,,,,,False
2017,NJ,,0.5,,,,0.8,True
2017,NM,,,,,,,False
2017,NV,,,,,,,False
2017,NY,,,,,,,False
2017,OH,,,,,,,False
2017,OK,,,,,,,False
2017,OR,,,,,,,False
2017,PA,,,,,,,False
2017,RI,,,,,,,False
2017,SC,,,,,,,False
2017,SD,,,,,,,False
2017,TN,,,,,,,False
2017,TX,,,,,,,False
2017,UT,,,,,,,False
2017,VA,,,,,,,False
2017,VT,,,,,,,False
2017,WA,,,,,,,False
2017,WI,,,,,,,False
2017,WV,,,,,,,False
2017,WY,,,,,,,False
2018,AK,,,,,,,False
2018,AL,,,,,,,False
2018,AR,,,,,,,False
2018,AZ,,,,,,,False
2018,CA,,0.48,,,,1.0,True
2018,CO,,,,,,,False
2018,CT,,0.45,,,,0.8,True
2018,DC,,,0.5,,,0.8,True
2018,DE,0.26,,,,,,True
2018,FL,,,,,,,False
2018,GA,,,,,,,False
2018,HI,,0.5,,,1.0,,True
2018,IA,,,,,,,False
2018,ID,,,,,,,False
2018,IL,,,,,,,False
2018,IN,,,,,,,False
2018,KS,,,,,,,False
2018,KY,,,,,,,False
2018,LA,,,,,,,False
2018,MA,,,,,,,False
2018,MD,,0.4,,,,,True
2018,ME,,,,,,,False
2018,MI,,,,,,,False
2018,MN,,0.3,,,,0.8,True
2018,MO,,,,,,,False
2018,MS,,,,,,,False
2018,MT,,,,,,,False
2018,NC,,,,,,,False
2018,ND,,,,,,,False
2018,NE,,,,,,,False
2018,NH,,,,,,,False
2018,NJ,,0.5,,,,0.8,True
2018,NM,,,,,,,False
2018,NV,,,,,,,False
2018,NY,,,,,,,False
2018,OH,,,,,,,False
2018,OK,,,,,,,False
2018,OR,,,,,,,False
2018,PA,,,,,,,False
2018,RI,,,,,,,False
2018,SC,,,,,,,False
2018,SD,,,,,,,False
2018,TN,,,,,,,False
2018,TX,,,,,,,False
2018,UT,,,,,,,False
2018,VA,,,,,,,False
2018,VT,,,,,,,False
2018,WA,,,,,,,False
2018,WI,,,,,,,False
2018,WV,,,,,,,False
2018,WY,,,,,,,False
2019,AK,,,,,,,False
2019,AL,,,,,,,False
2019,AR,,,,,,,False
2019,AZ,,,,,,,False
2019,CA,,0.48,,,,1.0,True
2019,CO,,0.5,,,,0.9,True
2019,CT,,0.45,,,,0.8,True
2019,DC,,,0.5,,,0.8,True
2019,DE,0.26,,,,,,True
2019,FL,,,,,,,False
2019,GA,,,,,,,False
2019,HI,,0.5,,,1.0,,True
2019,IA,,,,,,,False
2019,ID,,,,,,,False
2019,IL,0.26,,,,,,True
2019,IN,,,,,,,False
2019,KS,,,,,,,False
2019,KY,,,,,,,False
2019,LA,,,,,,,False
2019,MA,,,,,,,False
2019,MD,,0.4,,,,,True
2019,ME,,0.45,,,,1.0,True
2019,MI,,,,,,,False
2019,MN,,0.3,,,,0.8,True
2019,MO,,,,,,,False
2019,MS,,,,,,,False
2019,MT,,,,,,1.0,True
2019,NC,,,,,,,False
2019,ND,,,,,,,False
2019,NE,,,,,,,False
2019,NH,,,,,,,False
2019,NJ,,0.5,,,,0.8,True
2019,NM,,0.45,,,,,True
2019,NV,,0.45,,,,1.0,True
2019,NY,,0.4,,,,1.0,True
2019,OH,,,,,,,False
2019,OK,,,,,,,False
2019,OR,,,,,,,False
2019,PA,0.26,,,,,0.8,True
2019,RI,,,,,,,False
2019,SC,,,,,,,False
2019,SD,,,,,,,False
2019,TN,,,,,,,False
2019,TX,,,,,,,False
2019,UT,,,,,,,False
2019,VA,,,,,,,False
2019,VT,,,,,,,False
2019,WA,,,,,,,False
2019,WI,0.26,,,,,,True
2019,WV,,,,,,,False
2019,WY,,,,,,,False
2020,AK,,,,,,,False
2020,AL,,,,,,,False
2020,AR,,,,,,,False
2020,AZ,,,,,,,False
2020,CA,,0.48,,,,1.0,True
2020,CO,,0.5,,,,0.9,True
2020,CT,,0.45,,,,0.8,True
2020,DC,,,0.5,,,0.8,True
2020,DE,0.26,,,,,,True
2020,FL,,,,,,,False
2020,GA,,,,,,,False
2020,HI,,0.5,,,1.0,,True
2020,IA,,,,,,,False
2020,ID,,,,,,,False
2020,IL,0.26,,,,,,True
2020,IN,,,,,,,False
2020,KS,,,,,,,False
2020,KY,,,,,,,False
2020,LA,,0.4,,,,1.0,True
2020,MA,,,,,,,False
2020,MD,,0.4,,,,,True
2020,ME,,0.45,,,,1.0,True
2020,MI,,0.52,,,,1.0,True
2020,MN,,0.3,,,,0.8,True
2020,MO,,,,,,,False
2020,MS,,,,,,,False
2020,MT,,,,,,1.0,True
2020,NC,,,,,,,False
2020,ND,,,,,,,False
2020,NE,,,,,,,False
2020,NH,,,,,,,False
2020,NJ,,0.5,,,,0.8,True
2020,NM,,0.45,,,,,True
2020,NV,,0.45,,,,1.0,True
2020,NY,,0.4,,,,1.0,True
2020,OH,,,,,,,False
2020,OK,,,,,,,False
2020,OR,,,,0.45,,0.8,True
2020,PA,0.26,,,,,0.8,True
2020,RI,,,,,,,False
2020,SC,,,,,,,False
2020,SD,,,,,,,False
2020,TN,,,,,,,False
2020,TX,,,,,,,False
2020,UT,,,,,,,False
2020,VA,,,,,1.0,,True
2020,VT,,0.4,,,,0.8,True
2020,WA,,0.45,,,,1.0,True
2020,WI,0.26,,,,,,True
2020,WV,,,,,,,False
2020,WY,,,,,,,False
2021,AK,,,,,,,False
2021,AL,,,,,,,False
2021,AR,,,,,,,False
2021,AZ,,,,,,,False
2021,CA,,0.48,,,,1.0,True
2021,CO,,0.5,,,,0.9,True
2021,CT,,0.45,,,,0.8,True
2021,DC,,,0.5,,,0.8,True
2021,DE,0.26,,,,,,True
2021,FL,,,,,,,False
2021,GA,,,,,,,False
2021,HI,,0.5,,,1.0,,True
2021,IA,,,,,,,False
2021,ID,,,,,,,False
2021,IL,0.26,,,,,,True
2021,IN,,,,,,,False
2021,KS,,,,,,,False
2021,KY,,,,,,,False
2021,LA,,0.4,,,,1.0,True
2021,MA,,0.5,,,,1.0,True
2021,MD,,0.4,,,,,True
2021,ME,,0.45,,,,1.0,True
2021,MI,,0.52,,,,1.0,True
2021,MN,,0.3,,,,0.8,True
2021,MO,,,,,,,False
2021,MS,,,,,,,False
2021,MT,,,,,,1.0,True
2021,NC,,,,,,,False
2021,ND,,,,,,,False
2021,NE,,,,,,,False
2021,NH,,,,,,,False
2021,NJ,,0.5,,,,0.8,True
2021,NM,,0.45,,,,,True
2021,NV,,0.45,,,,1.0,True
2021,NY,,0.4,,,,1.0,True
2021,OH,,,,,,,False
2021,OK,,,,,,,False
2021,OR,,,,0.45,,0.8,True
2021,PA,0.26,,,,,0.8,True
2021,RI,,,,0.45,,1.0,True
2021,SC,,,,,,,False
2021,SD,,,,,,,False
2021,TN,,,,,,,False
2021,TX,,,,,,,False
2021,UT,,,,,,,False
2021,VA,,,,,1.0,,True
2021,VT,,0.4,,,,0.8,True
2021,WA,,0.45,,,,1.0,True
2021,WI,0.26,,,,,,True
2021,WV,,,,,,,False
2021,WY,,,,,,,False
2022,AK,,,,,,,False
2022,AL,,,,,,,False
2022,AR,,,,,,,False
2022,AZ,,,,,,,False
2022,CA,,0.48,,,,1.0,True
2022,CO,,0.5,,,,0.9,True
2022,CT,,0.45,,,,0.8,True
2022,DC,,,0.5,,,0.8,True
2022,DE,0.26,,,,,,True
2022,FL,,,,,,,False
2022,GA,,,,,,,False
2022,HI,,0.5,,,1.0,,True
2022,IA,,,,,,,False
2022,ID,,,,,,,False
2022,IL,0.26,,,,,,True
2022,IN,,,,,,,False
2022,KS,,,,,,,False
2022,KY,,,,,,,False
2022,LA,,0.4,,,,1.0,True
2022,MA,,0.5,,,,1.0,True
2022,MD,,0.4,,,,,True
2022,ME,,0.45,,,,1.0,True
2022,MI,,0.52,,,,1.0,True
2022,MN,,0.3,,,,0.8,True
2022,MO,,,,,,,False
2022,MS,,,,,,,False
2022,MT,,,,,,1.0,True
2022,NC,,0.5,,,,1.0,True
2022,ND,,,,,,,False
2022,NE,,,,,,,False
2022,NH,,,,,,,False
2022,NJ,,0.5,,,,0.8,True
2022,NM,,0.45,,,,,True
2022,NV,,0.45,,,,1.0,True
2022,NY,,0.4,,,,1.0,True
2022,OH,,,,,,,False
2022,OK,,,,,,,False
2022,OR,,,,0.45,,0.8,True
2022,PA,0.26,,,,,0.8,True
2022,RI,,,,0.45,,1.0,True
2022,SC,,,,,,,False
2022,SD,,,,,,,False
2022,TN,,,,,,,False
2022,TX,,,,,,,False
2022,UT,,,,,,,False
2022,VA,,,,,1.0,,True
2022,VT,,0.4,,,,0.8,True
2022,WA,,0.45,,,,1.0,True
2022,WI,0.26,,,,,,True
2022,WV,,,,,,,False
2022,WY,,,,,,,False
2023,AK,,,,,,,False
2023,AL,,,,,,,False
2023,AR,,,,,,,False
2023,AZ,,,,,,,False
2023,CA,,0.48,,,,1.0,True
2023,CO,,0.5,,,,0.9,True
2023,CT,,0.45,,,,0.8,True
2023,DC,,,0.5,,,0.8,True
2023,DE,0.26,,,,,,True
2023,FL,,,,,,,False
2023,GA,,,,,,,False
2023,HI,,0.5,,,1.0,,True
2023,IA,,,,,,,False
2023,ID,,,,,,,False
2023,IL,0.26,,,,,,True
2023,IN,,,,,,,False
2023,KS,,,,,,,False
2023,KY,,,,,,,False
2023,LA,,0.4,,,,1.0,True
2023,MA,,0.5,,,,1.0,True
2023,MD,,0.4,,,,,True
2023,ME,,0.45,,,,1.0,True
2023,MI,,0.52,,,,1.0,True
